"PurchasePrice","MaintenanceCost","Doors","Passengers","Cargo","Safety","Acceptability"
"high","very high",3,4,"small","high","unacceptable"
"high","very high",3,4,"medium","low","unacceptable"
"high","very high",3,4,"medium","medium","unacceptable"
"high","very high",3,4,"medium","high","unacceptable"
"high","very high",3,4,"large","low","unacceptable"
"high","very high",3,4,"large","medium","unacceptable"
"high","very high",3,4,"large","high","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","small","high","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","medium","high","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","large","medium","unacceptable"
"high","very high",3,"Interval[{5, Infinity}]","large","high","unacceptable"
"high","very high",4,2,"small","low","unacceptable"
"high","very high",4,2,"small","medium","unacceptable"
"high","very high",4,2,"small","high","unacceptable"
"high","very high",4,2,"medium","low","unacceptable"
"high","very high",4,2,"medium","medium","unacceptable"
"high","very high",4,2,"medium","high","unacceptable"
"high","very high",4,2,"large","low","unacceptable"
"high","very high",4,2,"large","medium","unacceptable"
"high","very high",4,2,"large","high","unacceptable"
"high","very high",4,4,"small","low","unacceptable"
"high","very high",4,4,"small","medium","unacceptable"
"high","very high",4,4,"small","high","unacceptable"
"high","very high",4,4,"medium","low","unacceptable"
"high","very high",4,4,"medium","medium","unacceptable"
"high","very high",4,4,"medium","high","unacceptable"
"high","very high",4,4,"large","low","unacceptable"
"high","very high",4,4,"large","medium","unacceptable"
"high","very high",4,4,"large","high","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","small","high","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","medium","high","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","large","medium","unacceptable"
"high","very high",4,"Interval[{5, Infinity}]","large","high","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"small","high","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"medium","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"medium","high","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"large","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]",4,"large","high","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","unacceptable"
"high","very high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","unacceptable"
"high","high",2,2,"small","low","unacceptable"
"high","high",2,2,"small","medium","unacceptable"
"high","high",2,2,"small","high","unacceptable"
"high","high",2,2,"medium","low","unacceptable"
"high","high",2,2,"medium","medium","unacceptable"
"high","high",2,2,"medium","high","unacceptable"
"high","high",2,2,"large","low","unacceptable"
"high","high",2,2,"large","medium","unacceptable"
"high","high",2,2,"large","high","unacceptable"
"high","high",2,4,"small","low","unacceptable"
"high","high",2,4,"small","medium","unacceptable"
"high","high",2,4,"small","high","acceptable"
"high","high",2,4,"medium","low","unacceptable"
"high","high",2,4,"medium","medium","unacceptable"
"high","high",2,4,"medium","high","acceptable"
"high","high",2,4,"large","low","unacceptable"
"high","high",2,4,"large","medium","acceptable"
"high","high",2,4,"large","high","acceptable"
"high","high",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","high",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","high",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"high","high",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","high",2,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"high","high",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","high",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","high",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","high",2,"Interval[{5, Infinity}]","large","high","acceptable"
"high","high",3,2,"small","low","unacceptable"
"high","high",3,2,"small","medium","unacceptable"
"high","high",3,2,"small","high","unacceptable"
"high","high",3,2,"medium","low","unacceptable"
"high","high",3,2,"medium","medium","unacceptable"
"high","high",3,2,"medium","high","unacceptable"
"high","high",3,2,"large","low","unacceptable"
"high","high",3,2,"large","medium","unacceptable"
"high","high",3,2,"large","high","unacceptable"
"high","high",3,4,"small","low","unacceptable"
"high","high",3,4,"small","medium","unacceptable"
"high","high",3,4,"small","high","acceptable"
"high","high",3,4,"medium","low","unacceptable"
"high","high",3,4,"medium","medium","unacceptable"
"high","high",3,4,"medium","high","acceptable"
"high","high",3,4,"large","low","unacceptable"
"high","high",3,4,"large","medium","acceptable"
"high","high",3,4,"large","high","acceptable"
"high","high",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","high",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","high",3,"Interval[{5, Infinity}]","small","high","acceptable"
"high","high",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","high",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"high","high",3,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","high",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","high",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","high",3,"Interval[{5, Infinity}]","large","high","acceptable"
"high","high",4,2,"small","low","unacceptable"
"high","high",4,2,"small","medium","unacceptable"
"high","high",4,2,"small","high","unacceptable"
"high","high",4,2,"medium","low","unacceptable"
"high","high",4,2,"medium","medium","unacceptable"
"high","high",4,2,"medium","high","unacceptable"
"high","high",4,2,"large","low","unacceptable"
"high","high",4,2,"large","medium","unacceptable"
"high","high",4,2,"large","high","unacceptable"
"high","high",4,4,"small","low","unacceptable"
"high","high",4,4,"small","medium","unacceptable"
"high","high",4,4,"small","high","acceptable"
"high","high",4,4,"medium","low","unacceptable"
"high","high",4,4,"medium","medium","acceptable"
"high","high",4,4,"medium","high","acceptable"
"high","high",4,4,"large","low","unacceptable"
"high","high",4,4,"large","medium","acceptable"
"high","high",4,4,"large","high","acceptable"
"high","high",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","high",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","high",4,"Interval[{5, Infinity}]","small","high","acceptable"
"high","high",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","high",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"high","high",4,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","high",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","high",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","high",4,"Interval[{5, Infinity}]","large","high","acceptable"
"high","high","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"high","high","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"high","high","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"high","high","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"high","high","Interval[{5, Infinity}]",4,"small","high","acceptable"
"high","high","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"high","high","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"high","high","Interval[{5, Infinity}]",4,"medium","high","acceptable"
"high","high","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"high","high","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"high","high","Interval[{5, Infinity}]",4,"large","high","acceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","acceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"high","high","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","acceptable"
"high","medium",2,2,"small","low","unacceptable"
"high","medium",2,2,"small","medium","unacceptable"
"high","medium",2,2,"small","high","unacceptable"
"high","medium",2,2,"medium","low","unacceptable"
"high","medium",2,2,"medium","medium","unacceptable"
"high","medium",2,2,"medium","high","unacceptable"
"high","medium",2,2,"large","low","unacceptable"
"high","medium",2,2,"large","medium","unacceptable"
"high","medium",2,2,"large","high","unacceptable"
"high","medium",2,4,"small","low","unacceptable"
"high","medium",2,4,"small","medium","unacceptable"
"high","medium",2,4,"small","high","acceptable"
"high","medium",2,4,"medium","low","unacceptable"
"high","medium",2,4,"medium","medium","unacceptable"
"high","medium",2,4,"medium","high","acceptable"
"high","medium",2,4,"large","low","unacceptable"
"high","medium",2,4,"large","medium","acceptable"
"high","medium",2,4,"large","high","acceptable"
"high","medium",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","medium",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","medium",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"high","medium",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","medium",2,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"high","medium",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","medium",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","medium",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","medium",2,"Interval[{5, Infinity}]","large","high","acceptable"
"high","medium",3,2,"small","low","unacceptable"
"high","medium",3,2,"small","medium","unacceptable"
"high","medium",3,2,"small","high","unacceptable"
"high","medium",3,2,"medium","low","unacceptable"
"high","medium",3,2,"medium","medium","unacceptable"
"high","medium",3,2,"medium","high","unacceptable"
"high","medium",3,2,"large","low","unacceptable"
"high","medium",3,2,"large","medium","unacceptable"
"high","medium",3,2,"large","high","unacceptable"
"high","medium",3,4,"small","low","unacceptable"
"high","medium",3,4,"small","medium","unacceptable"
"high","medium",3,4,"small","high","acceptable"
"high","medium",3,4,"medium","low","unacceptable"
"high","medium",3,4,"medium","medium","unacceptable"
"high","medium",3,4,"medium","high","acceptable"
"high","medium",3,4,"large","low","unacceptable"
"high","medium",3,4,"large","medium","acceptable"
"high","medium",3,4,"large","high","acceptable"
"high","medium",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","medium",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","medium",3,"Interval[{5, Infinity}]","small","high","acceptable"
"high","medium",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","medium",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"high","medium",3,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","medium",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","medium",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","medium",3,"Interval[{5, Infinity}]","large","high","acceptable"
"high","medium",4,2,"small","low","unacceptable"
"high","medium",4,2,"small","medium","unacceptable"
"high","medium",4,2,"small","high","unacceptable"
"high","medium",4,2,"medium","low","unacceptable"
"high","medium",4,2,"medium","medium","unacceptable"
"high","medium",4,2,"medium","high","unacceptable"
"high","medium",4,2,"large","low","unacceptable"
"high","medium",4,2,"large","medium","unacceptable"
"high","medium",4,2,"large","high","unacceptable"
"high","medium",4,4,"small","low","unacceptable"
"high","medium",4,4,"small","medium","unacceptable"
"high","medium",4,4,"small","high","acceptable"
"high","medium",4,4,"medium","low","unacceptable"
"high","medium",4,4,"medium","medium","acceptable"
"high","medium",4,4,"medium","high","acceptable"
"high","medium",4,4,"large","low","unacceptable"
"high","medium",4,4,"large","medium","acceptable"
"high","medium",4,4,"large","high","acceptable"
"high","medium",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","medium",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","medium",4,"Interval[{5, Infinity}]","small","high","acceptable"
"high","medium",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","medium",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"high","medium",4,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","medium",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","medium",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","medium",4,"Interval[{5, Infinity}]","large","high","acceptable"
"high","medium","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"high","medium","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"high","medium","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"high","medium","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"high","medium","Interval[{5, Infinity}]",4,"small","high","acceptable"
"high","medium","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"high","medium","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"high","medium","Interval[{5, Infinity}]",4,"medium","high","acceptable"
"high","medium","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"high","medium","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"high","medium","Interval[{5, Infinity}]",4,"large","high","acceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","acceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"high","medium","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","acceptable"
"high","low",2,2,"small","low","unacceptable"
"high","low",2,2,"small","medium","unacceptable"
"high","low",2,2,"small","high","unacceptable"
"high","low",2,2,"medium","low","unacceptable"
"high","low",2,2,"medium","medium","unacceptable"
"high","low",2,2,"medium","high","unacceptable"
"high","low",2,2,"large","low","unacceptable"
"high","low",2,2,"large","medium","unacceptable"
"high","low",2,2,"large","high","unacceptable"
"high","low",2,4,"small","low","unacceptable"
"high","low",2,4,"small","medium","unacceptable"
"high","low",2,4,"small","high","acceptable"
"high","low",2,4,"medium","low","unacceptable"
"high","low",2,4,"medium","medium","unacceptable"
"high","low",2,4,"medium","high","acceptable"
"high","low",2,4,"large","low","unacceptable"
"high","low",2,4,"large","medium","acceptable"
"high","low",2,4,"large","high","acceptable"
"high","low",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","low",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","low",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"high","low",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","low",2,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"high","low",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","low",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","low",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","low",2,"Interval[{5, Infinity}]","large","high","acceptable"
"high","low",3,2,"small","low","unacceptable"
"high","low",3,2,"small","medium","unacceptable"
"high","low",3,2,"small","high","unacceptable"
"high","low",3,2,"medium","low","unacceptable"
"high","low",3,2,"medium","medium","unacceptable"
"high","low",3,2,"medium","high","unacceptable"
"high","low",3,2,"large","low","unacceptable"
"high","low",3,2,"large","medium","unacceptable"
"high","low",3,2,"large","high","unacceptable"
"high","low",3,4,"small","low","unacceptable"
"high","low",3,4,"small","medium","unacceptable"
"high","low",3,4,"small","high","acceptable"
"high","low",3,4,"medium","low","unacceptable"
"high","low",3,4,"medium","medium","unacceptable"
"high","low",3,4,"medium","high","acceptable"
"high","low",3,4,"large","low","unacceptable"
"high","low",3,4,"large","medium","acceptable"
"high","low",3,4,"large","high","acceptable"
"high","low",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","low",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","low",3,"Interval[{5, Infinity}]","small","high","acceptable"
"high","low",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","low",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"high","low",3,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","low",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","low",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","low",3,"Interval[{5, Infinity}]","large","high","acceptable"
"high","low",4,2,"small","low","unacceptable"
"high","low",4,2,"small","medium","unacceptable"
"high","low",4,2,"small","high","unacceptable"
"high","low",4,2,"medium","low","unacceptable"
"high","low",4,2,"medium","medium","unacceptable"
"high","low",4,2,"medium","high","unacceptable"
"high","low",4,2,"large","low","unacceptable"
"high","low",4,2,"large","medium","unacceptable"
"high","low",4,2,"large","high","unacceptable"
"high","low",4,4,"small","low","unacceptable"
"high","low",4,4,"small","medium","unacceptable"
"high","low",4,4,"small","high","acceptable"
"high","low",4,4,"medium","low","unacceptable"
"high","low",4,4,"medium","medium","acceptable"
"high","low",4,4,"medium","high","acceptable"
"high","low",4,4,"large","low","unacceptable"
"high","low",4,4,"large","medium","acceptable"
"high","low",4,4,"large","high","acceptable"
"high","low",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"high","low",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"high","low",4,"Interval[{5, Infinity}]","small","high","acceptable"
"high","low",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"high","low",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"high","low",4,"Interval[{5, Infinity}]","medium","high","acceptable"
"high","low",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"high","low",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"high","low",4,"Interval[{5, Infinity}]","large","high","acceptable"
"high","low","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"large","low","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"large","medium","unacceptable"
"high","low","Interval[{5, Infinity}]",2,"large","high","unacceptable"
"high","low","Interval[{5, Infinity}]",4,"small","low","unacceptable"
"high","low","Interval[{5, Infinity}]",4,"small","medium","unacceptable"
"high","low","Interval[{5, Infinity}]",4,"small","high","acceptable"
"high","low","Interval[{5, Infinity}]",4,"medium","low","unacceptable"
"high","low","Interval[{5, Infinity}]",4,"medium","medium","acceptable"
"high","low","Interval[{5, Infinity}]",4,"medium","high","acceptable"
"high","low","Interval[{5, Infinity}]",4,"large","low","unacceptable"
"high","low","Interval[{5, Infinity}]",4,"large","medium","acceptable"
"high","low","Interval[{5, Infinity}]",4,"large","high","acceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","low","unacceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","medium","unacceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","small","high","acceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","low","unacceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","medium","acceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","medium","high","acceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","low","unacceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","medium","acceptable"
"high","low","Interval[{5, Infinity}]","Interval[{5, Infinity}]","large","high","acceptable"
"medium","very high",2,2,"small","low","unacceptable"
"medium","very high",2,2,"small","medium","unacceptable"
"medium","very high",2,2,"small","high","unacceptable"
"medium","very high",2,2,"medium","low","unacceptable"
"medium","very high",2,2,"medium","medium","unacceptable"
"medium","very high",2,2,"medium","high","unacceptable"
"medium","very high",2,2,"large","low","unacceptable"
"medium","very high",2,2,"large","medium","unacceptable"
"medium","very high",2,2,"large","high","unacceptable"
"medium","very high",2,4,"small","low","unacceptable"
"medium","very high",2,4,"small","medium","unacceptable"
"medium","very high",2,4,"small","high","acceptable"
"medium","very high",2,4,"medium","low","unacceptable"
"medium","very high",2,4,"medium","medium","unacceptable"
"medium","very high",2,4,"medium","high","acceptable"
"medium","very high",2,4,"large","low","unacceptable"
"medium","very high",2,4,"large","medium","acceptable"
"medium","very high",2,4,"large","high","acceptable"
"medium","very high",2,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","very high",2,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","very high",2,"Interval[{5, Infinity}]","small","high","unacceptable"
"medium","very high",2,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","very high",2,"Interval[{5, Infinity}]","medium","medium","unacceptable"
"medium","very high",2,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","very high",2,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","very high",2,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","very high",2,"Interval[{5, Infinity}]","large","high","acceptable"
"medium","very high",3,2,"small","low","unacceptable"
"medium","very high",3,2,"small","medium","unacceptable"
"medium","very high",3,2,"small","high","unacceptable"
"medium","very high",3,2,"medium","low","unacceptable"
"medium","very high",3,2,"medium","medium","unacceptable"
"medium","very high",3,2,"medium","high","unacceptable"
"medium","very high",3,2,"large","low","unacceptable"
"medium","very high",3,2,"large","medium","unacceptable"
"medium","very high",3,2,"large","high","unacceptable"
"medium","very high",3,4,"small","low","unacceptable"
"medium","very high",3,4,"small","medium","unacceptable"
"medium","very high",3,4,"small","high","acceptable"
"medium","very high",3,4,"medium","low","unacceptable"
"medium","very high",3,4,"medium","medium","unacceptable"
"medium","very high",3,4,"medium","high","acceptable"
"medium","very high",3,4,"large","low","unacceptable"
"medium","very high",3,4,"large","medium","acceptable"
"medium","very high",3,4,"large","high","acceptable"
"medium","very high",3,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","very high",3,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","very high",3,"Interval[{5, Infinity}]","small","high","acceptable"
"medium","very high",3,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","very high",3,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","very high",3,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","very high",3,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","very high",3,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","very high",3,"Interval[{5, Infinity}]","large","high","acceptable"
"medium","very high",4,2,"small","low","unacceptable"
"medium","very high",4,2,"small","medium","unacceptable"
"medium","very high",4,2,"small","high","unacceptable"
"medium","very high",4,2,"medium","low","unacceptable"
"medium","very high",4,2,"medium","medium","unacceptable"
"medium","very high",4,2,"medium","high","unacceptable"
"medium","very high",4,2,"large","low","unacceptable"
"medium","very high",4,2,"large","medium","unacceptable"
"medium","very high",4,2,"large","high","unacceptable"
"medium","very high",4,4,"small","low","unacceptable"
"medium","very high",4,4,"small","medium","unacceptable"
"medium","very high",4,4,"small","high","acceptable"
"medium","very high",4,4,"medium","low","unacceptable"
"medium","very high",4,4,"medium","medium","acceptable"
"medium","very high",4,4,"medium","high","acceptable"
"medium","very high",4,4,"large","low","unacceptable"
"medium","very high",4,4,"large","medium","acceptable"
"medium","very high",4,4,"large","high","acceptable"
"medium","very high",4,"Interval[{5, Infinity}]","small","low","unacceptable"
"medium","very high",4,"Interval[{5, Infinity}]","small","medium","unacceptable"
"medium","very high",4,"Interval[{5, Infinity}]","small","high","acceptable"
"medium","very high",4,"Interval[{5, Infinity}]","medium","low","unacceptable"
"medium","very high",4,"Interval[{5, Infinity}]","medium","medium","acceptable"
"medium","very high",4,"Interval[{5, Infinity}]","medium","high","acceptable"
"medium","very high",4,"Interval[{5, Infinity}]","large","low","unacceptable"
"medium","very high",4,"Interval[{5, Infinity}]","large","medium","acceptable"
"medium","very high",4,"Interval[{5, Infinity}]","large","high","acceptable"
"medium","very high","Interval[{5, Infinity}]",2,"small","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"small","medium","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"small","high","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"medium","low","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"medium","medium","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"medium","high","unacceptable"
"medium","very high","Interval[{5, Infinity}]",2,"large","low","unacceptable"
